link,number,requirement,addr,time,job_name,duty,type
http://hr.tencent.com/position_detail.php?id=33918&keywords=&tid=0&lid=0,1,本科以上学历，3年以上广告策划或互联网公司营销策划经验；有服务过华南重要汽车客户经验（东风日产/广汽传祺/广汽本田/广汽丰田）；具备DMP数据平台工作经验或社交/效果广告经验优先；积极上进、踏实努力，有拼劲有激情；责任心强、抗压能力强，能够快速适应变化；沟通能力强、学习能力强，有一定的创新能力；有较好的创意能力、书面视觉呈现能力、文案撰写能力和逻辑思维,广州,2017-11-01,22968-华南汽车销售策划经理,支持销售团队，为汽车行业客户提供整合性营销解决方案； 结合汽车客户品牌及产品营销需求，解决问题，完成方案，提案；负责腾讯汽车行业商业资源的开发；研究汽车行业发展趋势，结合媒体优势整合包装说明；统筹汽车行业营销计划，规划汽车行业营销策略；关注营销行业尤其是互联网营销行业动态，分析提炼腾讯营销产品及资源的核心优势,市场类
http://hr.tencent.com/position_detail.php?id=33555&keywords=&tid=0&lid=0,1,大学本科以上学历， 2年以上IT、互联网行业商务推广工作经验；熟悉企业市场，熟悉互联网运营， 有To B领域的产品规划、开发、运营者经验优先考虑；行业信息敏感度高，有独特的创造性思维，较强的业务规划能力拥有较强自驱力，良好沟通能力和跨部门协作能力，注重团队协作,广州,2017-11-01,WXG07-321 企业微信商务推广经理（广州）,负责企业微信商务推广，制定行业解决方案并推动落地执行；根据行业特性提出产品及解决方案的优化办法，提升用户使用体验；负责统筹项目进度、推动项目产出，分析和输出项目数据以及标杆案例包装与呈现等。,市场类
http://hr.tencent.com/position_detail.php?id=30188&keywords=&tid=0&lid=0,1,计算机、通信等相关专业硕士以上学历，2年及以上工作经验；精通数字信号处理，熟悉相关音频编解码标准以及音频编解码核心算法；有回声抵消、噪声抑制、自动增益控制、频响均衡等其他语音前后处理及增强算法相关经验；有基于机器学习的语音增强相关经验者优先；了解音频网络传输及Qos控制；精通c/c++程序开发及软件开发流程；有手机平台（iOS、Android）开发及性能优化经验者优先；沟通交流能力强，良好的团队合作精神，工作积极主动。,深圳,2017-11-01,WXG02-121 微信音频内核开发工程师（深圳/北京/广州）,微信音频通话核心编解码算法、前后处理算法研究，跨平台音频引擎研发，语音识别相关的前处理算法研究开发，包括：不同手机平台声音采集播放；前后处理如回声抵消、噪声抑制、静音检测、自动增益等；网络传输适配包括FEC策略、缓冲控制、错误掩盖等；编解码器核心算法针对不同平台优化；针对提升识别率进行前处理如静音检测、噪声抑制、远场拾音、去混响等算法研究；,技术类
http://hr.tencent.com/position_detail.php?id=32584&keywords=&tid=0&lid=0,2,古风爱好者，对于古风文化了解很深，在古风圈有一定知名度；了解二次元文化，喜爱国漫；热爱游戏行业，游戏体验丰富，至少深入了解或研究过一两款大型MMORPG；能够根据项目整体构架思路，系统化的思考和评估玩家互动体验、乐趣、交互模块的内容，并输出完整的解决方案和设计文档；技术理解力强，易沟通、善沟通，逻辑思维能力、分析能力、创新能力强；最好有mmorpg的制作经验；具备基本职业素养，有主见，能配合，能承担一定压力；,北京,2017-11-01,15612-MMORPG系统／剧情策划师（北京）,MMORPG系统构架相关工作的讨论参与和制作支持；剧情包装和任务设计；根据系统构架的要求，主要负责游戏体验玩法、世界观设计，系统的框架搭建、方案设计、制作跟进、测试验证、调整优化及相关文档的制作；游戏内古风相关系统设计及包装；,产品/项目类
http://hr.tencent.com/position_detail.php?id=32205&keywords=&tid=0&lid=0,2,计算机相关专业本科以上学历，3年以上工作经验；熟悉Linux环境下的 C/C++开发，具有较好的系统分析设计能力；熟悉Linux网络编程、熟悉互联网业务开发；具备大型分布式系统后台研发经验，对Mysql、MongoDB、SqlServer、大数据系统有任一经验者优先；积极进取、诚实正直、责任心强，有较好的沟通能力。,深圳,2017-11-01,22989-数据库方向后台开发高级工程师（深圳）,负责 mysql／mongodb／hbase 数据库底层研究和特性开发；负责对现有在线系统稳定性优化、性能调优等工作；负责云数据库和云cache产品的架构优化；负责腾讯云平台的数据库后台研发工作；负责对现有在线系统稳定性优化、性能调优等工作。,技术类
http://hr.tencent.com/position_detail.php?id=33913&keywords=&tid=0&lid=0,2,1. 本科以上学历，2年以上用户社区运营相关经验，出色的PPT撰写及Excel建模能力；2. 具备较强的项目统筹能力，执行力强，抗压能力强，善于沟通合作；3. 具备良好敏感性和洞察力，善于维护用户，发掘用户需求，并能很好的制定对应的运营策略；4. 具备科技媒体和云计算相关的工作经验优先；5. 具备微博和微信等相关新媒体运营经验优先。,深圳,2017-11-01,22989-腾讯云社区（推广）运营经理（深圳）,1. 针对云产品在各技术社区的推广，做出相应的运营规划策略，跟踪效果、收集反馈、跟进数据分析等；2. 针对技术各社区（CSDN、开源中国和公众号等）特点，分析用户对社区的需求，策划有影响力的内容专题；3. 挖掘并维护社区核心用户，吸引外部UGC用户进驻，提高社区用户及内容质量；4. 负责用户外团管理，帮助产品在各社区进行包装和传播，提升影响力；5. 结合行业发展，拟定社区发展战略策略供决策。,产品/项目类
http://hr.tencent.com/position_detail.php?id=31408&keywords=&tid=0&lid=0,3,具备2年以上开发经验，本科以上学历；具有良好的学习能力、沟通能力、服务理念和合作精神；强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长；对前端开发工作富有激情，能积极学习业界新技术并运用推广；熟练使用JavaScript、HTML(5)、CSS、PHP和NodeJS开发；有Webpack、React和ES6开发经验者优先；熟悉Unix/Linux操作系统和LAMP/LNMP Web架构者优先。,成都,2017-11-01,22989-腾讯云web前端开发工程师（成都/深圳）,负责腾讯云官网、控制台以及产品工具的前端架构与开发工作；负责团队开发工具与功能组件的开发与优化；参与需求评审、项目排期、架构设计和编码；负责产品体验优化，包括但不限于：业务流程、交互、性能、安全等。,技术类
http://hr.tencent.com/position_detail.php?id=33914&keywords=&tid=0&lid=0,1,本科以上学历，计算机类或相关专业；2年以上互联网行业经验、2年以上的服务器维护经验；精通Linux、Windows的系统管理，对系统性能有一定的认识；熟悉Apache、Iptables、Nginx、Mysql、Squid、Ftp、Php的基本配置和维护；熟悉mysql、sqlserver等数据库应用；精通shell、perl、python至少一门脚本语言；熟悉负载均衡、双机热备；对服务器硬件知识有一定的了解；有大型网站维护经验者优先；有较强的抗压能力、沟通能力、推动能力和较好的服务意识。,深圳,2017-11-01,HY2-游戏运维工程师（深圳）,负责网络游戏业务的部署、新版本的发布、服务端的变更；负责与游戏运营项目组的日常沟通交流，接受并处理项目组提出的运维需求；负责项目组相关运营支撑工具的开发(python)；负责日常运维工作的自动化、工具化建设；负责新游戏的接入、架构评估、痛点挖掘优；负责监控网络游戏业务的运行状况，及时处理游戏运行中出现的故障，保障网络游戏服务的正常提供。,技术类
http://hr.tencent.com/position_detail.php?id=33075&keywords=&tid=0&lid=0,3,计算机相关专业本科或以上学历逻辑分析能力强，较强的学习能力，责任心强，心态开放，具备良好的沟通能力和团队协作精神，有激情，富有开拓精神；3年以上互联网产品工作经验，深刻理解互联网产品，新熟练使用Axure/Office/XMind等工具，具备互联网地图产品经验者优先；了解toB产品及行业解决方案，具备行业解决方案经验者优先；熟悉HTTP协议，了解PHP、nodejs，了解HTML、CSS等前端技术者优先；热爱互联网，关注前瞻领域，有清晰的互联网产品分析思维和创新意识，勇于探索；,北京,2017-11-01,MIG16-腾讯位置服务产品经理（北京）,负责腾讯位置服务产品的分析、策划、设计及版本迭代；负责腾讯位置服务行业客户的需求和问题分析和支持，拓展行业客户；能够配合市场进行品牌宣传，辐射中长尾客户，建立开发者阵营；能够进行toB业务需求分析，分析行业现状和关键流程，面向行业制定完整的行业解决方案。,产品/项目类
http://hr.tencent.com/position_detail.php?id=33915&keywords=&tid=0&lid=0,2,计算机或相关专业本科或以上学历；3年以上工作经验，熟悉linux操作系统运维，具有快速定位问题和问题解决能力；精通掌握Shell，熟悉数据库架构及SQL，具备Python、js开发能力优先；良好的沟通，表达能力，了解项目管理的基本知识，熟悉互联网产品的运维流程，有高可用服务运营产品架构规划、调优的项目经验优先；强烈的责任心和学习接受能力，善于思考，勇于接受有挑战的工作；有海量运维工作经验和大数据运维或分析能力优先，能流畅使用英文进行口语交流的优先。,深圳,2017-11-01,HY2-游戏高级运维工程师（深圳）,"负责腾讯手游的技术运营运维工作,保障服务处于高可用的水平，包括日常的部署、升级、扩容、缩容、告警处理、故障解决、容灾演练等；负责跟进移动游戏业务从接入到上线全过程的技术运营解决方案；解决业务上线过程及长期运营中，遇到的技术问题，发现运营风险及技术难点，优化业务流程，优化游戏架构，提升运维工作效率和服务质量；与项目组建立良好的合作沟通与信任关系，对业务存在的风险问题进行定期反馈和改善跟进，保障业务稳定运行；负责腾讯手游用户体验的数据处理和运营工具开发工作。",技术类
http://hr.tencent.com/position_detail.php?id=33505&keywords=&tid=0&lid=0,3,1、有3年以上服务端开发、运维经验，熟悉Java/Scala/Python/PHP/C/C++至少一种开发语言以及对应开发框架，熟悉高并发处理机制，有海量业务的架构、研发、运维、优化经验；2、有成功的传统企业系统的大型应用经验，有面向客户沟通交流、调研需求、宣讲架构的能力，有过零售行业ERP、POS、CRM系统建设经验优先；3、熟悉Hadoop、Mysql、PostgreSQL、NoSQL、Oracle、Teradata、DB2等数据库中至少一种数据中心建设方案，可以进行产品的独立部署、高可用架构和性能优化，熟悉开源社区解决方案。4、熟悉网络架构、虚拟化、分布式存储，深入理解IT基础设施领域，如服务器、网络设备的技术和架构，有IT交付经验优先；5、具备团队合作经验，学习能力强，抗压能力强；6、具备良好的文档能力，善于总结沟通，清晰表达技术观点和架构意图，能熟练的编写技术文档7、有一定的项目管理经验，能进行需求管理、期望管理、团队协作管理，有和ISV管理合作经验优先8、有PMP认证优先。,深圳,2017-11-01,22989-智慧零售行业企业架构师（北京/上海/深圳/成都）,1、熟悉快消零售行业业务，并能对零售快消业务架构组成进行需求分析，同时能针对云计算产品规划出云解决方案，针对云上架构进行优化设计；2、能从网络、服务器、数据中心等不同层面设计传统企业上云的服务架构，能提供IaaS/SaaS/PaaS/DaaS不同层级的解决方案；3、确保重点项目的拆解和落地，推进项目实施以及解决方案可复制，推动跨部门合作，推动架构和产品优化；4、了解行业技术发展变革方向，能针对云服务特点在行业解决方案上有前瞻性布局。,技术类
http://hr.tencent.com/position_detail.php?id=33884&keywords=&tid=0&lid=0,2,"计算机相关专业大学本科及以上学历；有3年或以上iOS工作经验，至少参加过一个完整的iOS APP应用开发项目；熟练掌握Objective-C或swift，深入理解iOS开发，及相关库运行原理；扎实的计算机功底，拥有快速利用数据结构及算法基础来解决问题的能力；良好的面向对象化编程思想，熟练运用常见设计模式 ；熟悉C++, openGLES优先。",北京,2017-11-01,MIG16-开放平台IOS开发高级工程师（北京）,负责iPhone下地图SDK的开发；根据产品需求进行编码实现，满足产品需求；研究新兴技术，及其与地图行业的结合使用。,技术类
http://hr.tencent.com/position_detail.php?id=33883&keywords=&tid=0&lid=0,2,本科及以上学历，计算机相关专业；2年以上Android手机平台开发经验，有出色的架构设计能力；熟悉Java语言，熟悉虚拟机原理，数据结构和算法等基础扎实，熟练掌握并应用面向对象的编程思想；有OpenGL相关开发经验者优先；了解GIS相关知识者优先；工作认真负责，尽职尽责，沟通协作意识良好，能够承担工作压力；具备移动互联网行业经验者优先。,北京,2017-11-01,MIG16-开放平台Android开发高级工程师（北京）,负责腾讯位置服务终端产品的技术研发；负责Android地图SDK及相关组件的设计研发及性能调优3、探索最新，最前沿技术和LBS的结合和应用。,技术类
http://hr.tencent.com/position_detail.php?id=33886&keywords=&tid=0&lid=0,2,5年以上互联网或垂直行业B2B销售工作经验；有大数据分析、行业咨询、位置服务相关销售经验者优先；综合能力强，良好的商业洞察与判断，很强的逻辑思维能力、人际沟通、商务拓展和资源整合能力；能很好地掌握产品思路、技术方案、商务策略等，驱动各角色解决问题；优秀的自我驱动能力及抗压能力，能适应经常出差，性格开朗，身体健康；爱学习爱思考，有极强的工作热情和新兴业务的探索精神。,北京,2017-11-01,MIG16-位置服务业务拓展经理（北京）,作为互联网及位置服务方向的行业专家，负责位置大数据+警务、规划、商业、广告等行业的拓展，通过整合公司内部产品及外部生态合作伙伴的资源能力输出行业解决方案并完成商业化目标。熟悉产品流程和设计、技术开发层面等方案细节；负责与政府部门、大型企业以及第三方渠道等合作伙伴的关系维护、商务谈判、项目管理、问题解决等to B运营工作；与产品和技术人员相互配合，协同工作。深入行业，能够了解和整合外部需求；产品意识，能够主动学习、了解内部相关能力并结合外部需求对业务的发展给出积极的建议。,市场类
http://hr.tencent.com/position_detail.php?id=33917&keywords=&tid=0&lid=0,1,:至少5年内控或内审计相关工作经验，具备丰富的内控、审计等专业经验有良好的项目管理能力。能够独立完成项目计划、实施、工作底稿及报告材料整理及汇报等工作具备良好的沟通协调能力，团队合作能力拥有职业敏锐度，能对业务流程中的关键风险点做出把握并能提出有效的可落地的建议措施，并推动实施熟悉互联网行业，有广告、媒体或视频行业从业经验优先具备CPA、CIA等专业资格者优先,北京,2017-11-01,S2-高级风险管理经理(北京）,"负责对公司业务单位内部控制进行全面分析，评估并提供建议负责计划并推动风险管理相关项目，维护风险矩阵及关键控制对流程进行梳理，定位关键风险并提供相关风险应对方法跟进内部审计项目中待改进项，检测并定期汇报改善情况与业务单元的管理层沟通,汇报风险管理情况进行风险管理及内控宣导和培训",职能类
http://hr.tencent.com/position_detail.php?id=31453&keywords=&tid=0&lid=0,2,本科或以上学历；2年以上无线互联网从业经验；逻辑分析能力强，善于提炼总结，对数据、市场敏感度高；良好沟通能力，善于沟通和协调资源；积极主动，能承受一定工作压力，执行力强。,深圳,2017-11-01,SNG17-QQ钱包-产品运营经理（深圳）,负责支付平台的用户运营及业务场景运营，根据指标制定策略，并执行落地；利用运营工具，粘性体系，做好用户生命周期管理及运营，持续关注数据指标，调整运营策略；对外合作，与合作方沟通协调，并辅助相关策略、方案落地；活动策划与运营推广，包含自有发起或与合作方联办，内外部宣传；分析关键指标及相关数据，输出分析结果，指导策略。,产品/项目类
http://hr.tencent.com/position_detail.php?id=33284&keywords=&tid=0&lid=0,2,财务管理等相关专业本科及以上学历5年以上财务管理、内部控制、流程建设相关工作经验具备财经数据分析和建模背景及经验优先富有激情、责任心强，具备优秀的沟通及推动能力具有良好的逻辑思考、数据分析、流程梳理能力有互联网行业或大中型企业财务管理经验者优先考虑,深圳,2017-11-01,S2-AR财务经理（深圳）,负责集团收入及应收的管理工作，包括梳理、解析财务管理报告及账务需求，结合业界先进实践和会计准则，系统性审视财务核算流程的合理性，优化实现流程或操作；制订新业务的核算流程及方案，保证其相关账务处理符合国际会计准则和内部管理要求，并推动实现业务数据到财务数据的落地；综合考虑财务报告和管理报告的属性，以数据仓库角度的全流程数据供使用者参考，提供标准化的数据支持服务；负责建设和优化应收账款管理方案，建立完善的信控政策，控制应收风险及对财报相关指标负责。,职能类
http://hr.tencent.com/position_detail.php?id=33504&keywords=&tid=0&lid=0,3,"1.计算机科学、信息技术或相关专业本科以上学历；2.具有网络、服务器、存储、虚拟化、云计算、容灾备份和信息安全等相关配置和现场实施交付经验，至少满足其中四项；3.熟悉服务器虚拟化技术及常见的云计算框架，例如：KVM，Xen，Openstack等；4.熟悉负载均衡、各类VPN网关（支持IPsec、SSL等）、路由器等网络产品；有管理及配置经验；5.熟悉关系型数据库，如mysql\sqlserver以及非关系型数据库，如Redis\MongoDB。有管理和简单配置的经验；6.熟悉云服务体系，包括Iaas、Paas和Saas；或者有一定的开发或者运维经验，有脚本开发经验优先；7.有强烈的责任心和时间观念，能够根据项目实际情况制定制定、推进、分解计划，善于协调各方资源，共同完成目标；8.熟知质量管理体系，具备多供应商情况下的质量管理及项目落地管理；其他要求：1.良好的任务跟踪记录能力，及时响应客户按时按量的提供高质量的服务。2.有强烈的时间观念和责任感，并有能力同时处理多个项目工作；3.较强的沟通技巧和能力， 并有积极的工作态度和强烈的品质意识；4.有零售快销企业、物流相关工作经验者优先；5．有PMP证书、信息产业部系统集成项目经理证书、其他相关技术认证证书（ccnp,ccie,mcse等）者优先。",深圳,2017-11-01,22989-智慧零售行业企业业务交付架构师（ 北京/上海/深圳/成都）,"1、负责云服务项目交付，保证项目按合同约定成功交付,对项目范围、进度、成本、交付质量、项目经营结果负责；2、负责售前与售后的衔接，并聚焦客户和其他重要干系人的需求，保证客户满意度；3、编写项目所涉及阶段汇报及项目验收报告等文档；4、对客户进行相应的云资源管理培训工作，以及整理反馈交付过程中的需求。",技术类
http://hr.tencent.com/position_detail.php?id=30868&keywords=&tid=0&lid=0,3,本科及以上学历，计算机、统计、数学等相关专业，五年及以上工作经验；三年以上大规模数据分析、建模、挖掘相关工作经验；熟悉常用的回归、分类、聚类等机器学习算法，有丰富的算法应用经验；熟悉Python语言，能独立完成相关的数据分析工作；熟悉Linux开发环境，具有Hive/Spark等大数据分析工具相关使用经验者优先；有推荐系统相关领域工作者优先；具备良好的沟通交流能力和文字语言表达能力，较好的逻辑分析能力。,深圳,2017-11-01,HY2-高级数据分析工程师（深圳）,负责腾讯游戏家用户的数据分析工作；基础经分指标体系建设；基于CRM的生命周期主题分析；精准营销建模；营销活动效果评估与优化;积分、会员体系数值设计。,技术类
http://hr.tencent.com/position_detail.php?id=31413&keywords=&tid=0&lid=0,2,"本科及以上学历，5年以上相关工作经验；熟练出色的关键帧动画技术以及丰富的角色动画设计能力；具有3DMax, Motion Builder等软件工作能力；良好的团队沟通能力，学习能力；Unreal引擎制作经验者优先考虑；有次世代主机游戏开发经验者优先。",上海,2017-11-01,21062-资深游戏动画师（上海）,协同策划制作高质量游戏动画；负责关键帧制作以及原形制作；负责动捕Polish、角色动画Retargeting。,设计类
